Transaccion_ID,Leche,Pan,Huevos,Mantequilla,Queso,Cafe,Azucar,Galletas,Jugo,Cereal
45,1,1,0,0,0,0,0,0,0,0
46,1,1,0,0,1,0,0,0,0,1
47,1,1,1,0,0,0,0,0,0,0
48,0,1,1,0,0,0,0,0,1,0
49,1,1,0,0,0,0,0,0,1,0
50,1,1,1,0,0,1,0,0,0,0
51,1,1,1,0,0,0,1,0,0,0
52,1,1,0,0,0,1,0,0,1,0
53,0,1,0,0,0,0,0,1,0,0
54,1,1,0,0,0,1,0,0,1,0
55,1,1,0,0,0,0,0,0,0,0
56,1,1,0,0,0,0,0,0,0,0
57,1,1,0,0,0,1,0,0,1,0
58,1,1,1,0,0,1,0,0,0,1
59,0,0,0,0,1,0,0,0,0,0
60,1,1,1,0,0,0,0,0,0,1
61,1,1,0,0,1,0,0,1,0,0
62,1,1,0,1,0,0,0,0,1,0
63,0,1,1,1,0,0,0,0,0,0
64,1,1,0,0,0,1,0,0,0,1
65,0,1,0,0,0,0,1,0,0,0
66,1,1,0,0,0,0,0,0,0,0
67,1,1,1,0,0,0,0,0,1,0
68,1,1,0,0,0,0,0,1,1,0
69,1,1,0,0,0,1,1,0,0,0
70,1,1,0,1,0,0,0,0,0,1
71,1,1,1,0,0,0,0,0,0,0
72,0,0,1,0,1,0,0,1,0,0
73,1,1,0,0,1,0,0,1,0,1
74,1,1,1,0,1,0,0,0,0,1
75,1,1,1,0,0,1,0,1,0,0
76,1,1,0,0,0,0,0,1,0,0
77,1,1,0,0,0,0,0,1,1,0
78,1,1,1,0,0,0,0,1,0,0
79,1,1,0,0,0,0,0,0,0,1
80,1,1,0,1,1,0,0,0,0,0
81,0,0,0,0,0,0,1,0,0,0
82,1,1,0,0,0,0,0,0,0,0
83,1,1,0,0,0,0,1,0,0,1
84,1,1,0,0,1,0,0,0,0,0
85,1,1,0,0,0,1,0,0,0,0
86,0,1,0,0,1,0,0,0,1,1
87,1,1,0,0,0,0,0,0,0,1
88,0,0,1,1,0,0,0,0,0,0
89,1,1,0,0,1,0,1,0,0,1
90,1,1,1,0,0,0,0,1,1,0
91,1,1,0,1,0,0,0,0,0,0
92,0,0,0,1,1,0,0,0,0,0
93,1,1,1,0,0,0,1,0,0,0
94,1,1,0,0,0,0,0,1,0,0
95,1,1,0,0,0,0,0,1,0,0
96,0,1,1,0,0,0,0,0,0,0
97,1,1,0,0,0,0,0,0,0,0
98,1,1,1,0,1,0,0,0,0,0
99,0,1,0,0,0,0,1,0,0,0
100,0,0,0,0,0,0,0,1,0,0
101,1,1,0,0,0,0,0,0,0,0
102,1,1,1,1,1,0,0,0,0,1
103,0,0,0,0,1,0,0,0,0,0
104,1,1,0,0,0,0,0,0,1,1
105,1,1,0,1,0,0,1,0,0,0
106,0,0,0,0,0,1,0,0,0,0
107,0,0,0,0,0,1,0,0,0,0
108,1,1,0,0,0,0,0,0,1,0
109,1,1,0,0,1,0,0,0,1,1
110,1,1,0,0,0,0,0,0,0,0
111,1,1,1,0,0,0,0,0,0,1
112,1,1,1,0,0,0,1,1,0,1
113,1,0,0,0,0,1,0,1,0,0
114,1,1,0,0,0,0,0,0,0,0
115,1,1,0,0,0,0,1,0,0,1
116,1,1,0,0,0,1,0,0,0,0
117,1,1,0,0,0,0,1,0,0,0
118,1,1,0,0,0,1,0,1,0,0
119,1,1,0,1,0,0,0,1,0,0
120,1,1,0,0,0,0,0,0,0,0
121,1,1,0,0,0,1,0,0,0,0
122,0,0,0,0,0,1,0,1,0,0
123,1,1,0,0,0,1,0,0,0,0
124,1,1,0,1,0,0,1,0,1,1
125,1,1,1,0,0,0,0,0,0,0
126,1,1,1,0,0,0,0,1,1,0
127,1,1,0,1,0,1,0,0,0,1
128,1,1,1,0,1,0,1,0,0,0
129,0,1,0,0,0,0,0,1,0,0
130,1,1,1,0,0,0,0,0,1,0
131,0,0,0,1,0,0,1,0,0,1
132,1,1,0,0,0,0,0,1,0,0
133,1,1,0,1,0,1,0,0,0,0
134,1,1,0,0,0,0,0,0,0,0
135,0,1,0,0,0,1,0,0,0,0
136,1,1,0,0,0,1,0,1,0,0
137,1,1,0,1,1,0,1,1,1,0
138,1,1,0,0,0,0,0,0,1,1
139,0,1,1,0,0,0,1,1,0,0
140,1,1,0,0,0,0,1,0,0,0
141,1,1,0,1,0,0,0,0,0,0
142,1,1,0,0,0,1,0,0,0,0
143,1,1,0,0,0,0,0,1,1,0
144,1,1,0,0,0,0,0,0,0,0
145,1,1,0,0,0,0,0,1,0,0
146,1,1,0,1,1,1,0,0,0,0
147,1,1,0,0,0,0,0,0,0,0
148,1,1,0,0,0,1,0,1,0,0
149,1,1,0,1,0,0,0,0,0,0
150,1,1,1,0,0,0,1,0,1,0
151,1,1,0,0,0,0,1,0,0,0
152,1,1,0,0,0,0,0,0,0,0
153,1,1,1,0,0,0,1,0,0,0
154,1,1,1,0,0,0,0,0,0,0
155,1,1,0,0,1,1,0,0,0,0
156,1,1,0,0,1,0,0,1,0,0
157,0,1,0,0,0,0,0,0,0,1
158,1,1,0,0,0,0,0,1,0,0
159,1,1,1,1,0,0,0,0,0,0
160,0,1,0,0,0,1,0,0,0,1
161,0,0,1,0,0,0,0,0,1,0
162,0,0,1,0,0,0,1,1,0,0
163,1,1,0,0,0,0,0,0,0,1
164,1,1,0,1,1,0,1,0,0,0
165,1,1,0,1,0,0,0,0,1,0
166,1,1,0,0,0,0,0,1,0,0
167,0,0,0,0,0,1,1,0,0,0
168,1,1,0,0,1,0,0,1,0,0
169,1,1,1,0,0,1,0,0,0,0
170,1,1,0,0,0,1,0,0,0,1
171,0,1,0,0,0,1,0,0,0,0
172,1,1,0,0,0,0,0,0,0,1
173,1,1,1,0,0,0,0,1,0,0
174,1,1,0,0,0,0,0,0,0,0
175,1,1,0,0,0,0,0,1,0,0
176,1,1,0,0,0,0,0,1,0,1
177,1,1,0,0,1,0,0,1,0,0
178,1,1,0,0,0,0,0,0,1,0
179,1,1,0,1,1,0,0,0,0,1
180,1,1,0,1,0,0,0,0,0,0
181,1,1,0,0,0,0,0,0,1,0
182,1,1,0,1,0,1,0,0,0,0
183,1,1,0,0,0,0,0,0,1,0
184,1,1,0,0,1,1,0,0,0,0
185,1,1,0,0,0,0,0,1,0,0
186,1,1,0,0,0,0,0,0,0,0
187,1,1,0,1,0,0,0,0,0,0
188,0,1,1,0,1,0,0,0,0,0
189,1,1,0,0,0,1,0,0,0,0
190,0,0,0,0,1,0,0,1,0,1
191,1,1,0,0,0,0,0,0,1,0
192,0,0,0,0,0,0,1,1,0,0
193,1,1,1,0,0,0,0,1,0,0
194,1,1,1,1,0,0,0,0,0,0
195,1,1,0,0,0,0,0,0,0,0
196,1,1,0,0,0,0,0,1,0,0
197,1,1,0,0,0,0,0,0,1,0
198,1,1,0,0,1,1,0,0,0,0
199,1,1,1,0,0,0,0,1,1,0
200,1,1,1,1,0,0,0,0,0,0
201,0,1,0,1,0,1,0,0,0,0
202,0,0,0,0,1,0,0,0,0,0
203,1,1,0,0,0,0,0,0,1,0
204,1,1,1,0,1,0,0,1,0,0
205,1,1,0,1,0,0,1,1,0,0
206,0,0,0,0,0,0,1,0,0,0
207,0,1,0,0,1,0,1,0,1,1
208,1,1,0,0,0,0,1,1,0,0
209,1,1,0,0,0,0,0,0,0,0
210,1,1,0,0,0,0,0,0,0,0
211,1,1,0,0,0,0,0,0,1,0
212,1,1,1,0,0,1,1,0,0,0
213,1,1,1,0,0,0,0,0,0,0
214,1,1,0,0,1,0,1,0,0,0
215,0,0,1,1,0,1,1,0,0,0
216,1,1,0,1,0,0,0,0,0,0
217,0,1,0,0,0,0,0,0,1,0
218,0,1,0,0,0,0,0,0,1,1
219,1,1,0,0,0,0,0,0,1,0
220,1,1,0,0,0,0,0,0,0,0
221,1,1,0,0,1,0,0,0,0,0
222,1,1,0,0,0,1,0,1,0,0
223,1,1,0,0,1,0,0,0,0,0
224,1,1,0,0,0,0,0,0,0,0
225,1,0,0,0,0,0,0,0,0,0
226,1,1,1,0,0,0,0,1,0,0
227,1,1,0,0,0,1,0,0,0,0
228,1,1,1,0,0,0,0,0,0,1
229,1,1,0,0,0,0,1,0,0,0
230,1,1,1,0,0,0,0,0,0,1
231,0,1,0,1,0,0,1,0,1,0
232,1,1,0,1,0,0,0,1,0,0
233,1,0,0,1,1,0,0,0,0,0
234,1,0,0,0,0,0,0,0,0,0
235,1,1,0,0,0,1,0,0,0,0
236,1,1,0,1,0,0,0,0,0,0
237,1,1,0,1,0,0,0,0,1,0
238,1,1,1,0,0,1,0,1,0,0
239,1,1,1,0,1,0,0,0,1,0
240,1,1,0,0,0,0,0,0,0,0
241,0,1,0,1,0,0,0,0,0,1
242,0,0,1,0,0,0,0,0,0,0
243,0,1,1,0,0,1,0,0,0,0
244,0,0,0,0,0,0,1,0,0,0
245,1,1,0,0,0,0,0,0,0,0
246,1,1,0,1,0,0,0,0,0,0
247,1,1,1,0,0,0,1,1,0,0
248,1,1,0,1,0,0,1,1,0,0
249,1,1,0,0,0,1,0,0,0,0
250,1,1,0,0,0,0,0,1,1,0
251,1,1,0,1,0,1,0,0,0,0
252,0,1,0,1,0,0,0,0,1,0
253,0,0,0,0,0,0,0,1,0,0
254,1,1,0,0,0,1,0,0,0,0
255,1,1,0,0,1,0,0,1,1,0
256,1,1,0,0,1,0,0,0,0,0
257,1,1,0,0,0,0,0,0,1,1
258,1,1,1,0,0,1,0,0,0,0
259,1,0,0,1,0,0,0,0,0,1
260,1,1,1,0,0,1,0,0,0,0
261,1,1,0,0,1,0,0,0,0,0
262,1,1,0,0,0,1,0,0,1,0
263,1,1,0,0,0,0,0,0,1,0
264,1,1,0,0,0,0,1,0,0,0
265,1,1,1,1,0,0,0,0,0,0
266,1,1,0,0,1,0,1,0,0,1
267,1,1,0,0,0,0,1,0,0,0
268,1,0,0,0,0,0,0,0,0,0
269,1,1,0,0,0,1,0,1,0,0
270,0,0,1,1,1,0,0,0,0,0
271,0,0,0,1,0,0,0,0,0,0
272,1,1,0,0,0,0,0,0,1,0
273,1,1,0,0,1,1,0,0,0,0
274,0,0,0,0,0,0,0,1,0,0
275,1,1,0,0,1,1,0,1,0,0
276,1,1,1,0,0,0,0,0,1,0
277,0,0,0,0,0,0,1,0,0,0
278,1,1,0,0,1,0,0,0,0,0
279,1,1,0,0,0,1,0,0,1,0
280,1,1,0,0,1,0,0,0,0,0
281,1,1,1,0,0,0,0,0,0,0
282,1,1,0,0,0,0,0,0,0,1
283,1,0,0,0,0,0,0,0,0,0
284,1,1,0,0,1,0,0,0,1,0
285,1,1,1,0,0,0,0,0,0,0
286,1,1,0,1,0,0,0,1,0,0
287,1,1,0,1,0,1,0,0,0,0
288,1,1,0,0,0,0,0,0,1,0
289,0,1,1,0,0,0,0,0,0,0
290,1,1,0,1,0,0,0,0,0,1
291,1,1,0,0,0,0,0,1,0,0
292,1,1,1,0,0,0,0,1,0,1
293,1,1,0,1,0,0,0,0,0,0
294,1,1,0,0,0,0,0,0,0,0
295,1,1,1,1,0,0,1,0,0,0
296,0,1,0,1,0,0,0,0,0,0
297,1,1,0,0,0,0,1,1,0,0
298,1,1,0,0,0,0,0,0,1,0
299,1,1,0,0,0,0,0,1,0,0
300,1,1,1,1,0,1,0,0,0,0
301,1,1,0,0,1,0,0,0,0,0
302,1,1,1,1,0,0,1,0,0,0
303,1,1,0,1,0,0,0,0,1,0
304,1,1,0,0,0,0,0,0,0,0
305,1,1,0,0,1,0,0,0,0,0
306,1,1,0,0,0,0,0,0,0,0
307,1,1,0,0,0,0,1,0,0,0
308,1,1,1,0,0,1,0,0,1,0
309,0,0,0,0,0,1,1,1,1,0
310,1,1,0,0,0,1,0,0,0,0
311,1,1,0,0,0,0,0,0,0,0
312,1,1,0,0,0,0,0,1,0,0
313,1,1,0,1,0,0,0,0,0,0
314,0,0,0,1,0,1,0,0,1,1
315,1,1,1,0,0,0,1,1,1,1
316,0,0,0,0,0,1,0,0,0,0
317,1,1,1,0,0,0,0,0,0,0
318,1,0,0,0,0,0,1,0,0,0
319,1,1,0,0,1,0,1,0,1,0
320,1,1,0,0,0,0,0,0,1,0
321,1,1,1,0,0,0,0,0,1,0
322,1,1,0,0,0,0,0,0,0,0
323,1,1,1,0,0,0,1,0,0,0
324,1,1,0,1,0,0,0,0,1,0
325,1,1,1,0,0,0,0,0,0,0
326,1,1,0,0,1,0,0,0,0,0
327,1,1,1,0,0,0,1,0,0,0
328,1,1,1,0,0,0,0,0,0,1
329,1,1,0,0,0,1,1,0,0,0
330,1,1,0,0,0,0,0,0,1,0
331,0,0,0,1,0,0,0,0,0,0
332,1,1,0,1,1,0,0,0,0,0
333,1,1,0,0,0,0,0,0,0,1
334,1,1,0,0,0,0,0,0,0,0
335,1,1,1,1,0,0,0,1,0,1
336,1,1,0,0,0,1,0,0,0,0
337,1,1,0,0,0,0,0,0,0,1
338,0,1,1,0,0,0,0,0,0,0
339,1,1,1,0,1,1,0,0,0,0
340,0,0,0,0,1,0,0,0,1,0
341,1,1,0,0,0,0,0,0,0,0
342,1,1,0,0,0,0,0,0,0,0
343,1,1,0,0,0,0,0,0,0,0
344,0,0,1,0,0,0,0,0,1,0
345,1,1,0,0,0,0,1,0,0,1
346,0,0,0,0,0,0,1,1,0,0
347,1,1,0,0,0,0,0,0,0,1
348,1,0,0,0,0,0,0,0,1,1
349,1,1,0,1,0,0,0,0,0,0
350,1,1,0,1,0,0,0,0,1,0
351,1,1,0,0,0,0,1,0,1,0
352,1,1,0,0,0,1,0,1,0,0
353,1,1,0,0,1,1,1,0,0,0
354,1,1,0,0,0,0,0,0,1,0
355,1,1,0,0,1,0,0,1,0,0
356,1,1,1,1,0,0,0,0,1,0
357,1,1,0,1,0,0,0,1,0,0
358,1,1,0,1,0,0,0,0,0,0
359,1,0,0,0,0,0,0,0,0,1
360,1,1,0,0,0,0,0,0,0,0
361,1,1,0,0,0,1,1,0,1,0
362,1,1,0,0,0,0,0,0,0,1
363,1,1,0,1,0,0,1,0,0,0
364,1,1,0,0,1,0,0,0,1,0
365,1,1,0,0,1,0,0,0,0,0
366,1,1,0,1,0,0,0,0,1,0
367,0,0,0,1,0,0,1,0,0,0
368,1,1,0,0,0,0,1,0,0,0
369,1,1,0,0,0,0,1,1,0,0
370,1,1,0,0,0,0,0,1,1,0
371,1,1,0,0,1,1,0,0,1,0
372,1,1,1,0,0,1,0,0,0,0
373,0,0,1,0,0,0,0,0,0,1
374,1,0,1,0,0,0,0,0,1,0
375,1,1,0,0,0,0,0,0,0,0
376,1,1,0,0,0,0,0,1,0,0
377,1,0,0,0,0,0,1,0,0,0
378,1,1,0,0,1,0,0,1,1,1
379,0,1,0,1,0,0,0,0,0,0
380,0,1,0,0,0,0,0,0,1,1
381,1,1,0,0,0,0,0,0,0,0
382,1,1,0,0,1,1,0,0,0,1
383,1,1,0,0,0,0,0,0,0,1
384,1,1,1,0,0,0,0,0,0,0
385,1,0,0,0,0,0,0,1,0,0
386,0,0,1,0,0,1,0,0,1,0
387,1,0,0,1,0,0,1,1,0,0
388,0,0,0,0,0,0,0,0,0,1
389,1,1,1,0,0,0,0,0,0,0
390,0,0,0,0,0,0,1,0,0,0
391,1,1,1,0,0,0,0,0,0,0
392,0,1,0,0,0,0,1,0,0,0
393,0,1,1,0,0,1,0,0,0,0
394,1,1,1,0,1,0,0,0,1,0
395,1,1,0,0,0,0,0,0,0,1
396,1,1,0,0,0,0,1,0,1,1
397,1,1,0,1,0,1,0,0,0,0
398,0,1,0,0,0,0,0,0,0,0
399,1,1,0,0,0,0,0,0,0,1
400,1,1,0,0,0,0,0,0,0,0
401,1,1,0,0,0,0,0,1,0,1
402,0,0,0,0,0,0,1,0,0,0
403,1,1,0,0,0,0,1,0,0,0
404,1,1,1,0,1,0,0,0,0,0
405,1,1,1,1,0,0,0,1,0,1
406,1,1,1,0,0,1,0,1,0,0
407,0,1,1,0,0,0,0,1,1,0
408,1,1,0,1,0,1,0,0,1,0
409,1,1,0,0,0,0,0,0,0,0
410,1,1,0,1,0,0,0,0,0,0
411,1,0,0,1,0,0,0,1,0,0
412,1,1,1,0,0,0,0,0,1,0
413,1,1,0,0,1,1,0,0,0,0
414,0,0,1,1,0,0,1,0,0,0
415,1,1,0,0,0,0,0,0,0,0
416,1,1,0,0,1,0,0,0,0,1
417,1,1,0,1,0,0,0,0,0,0
418,1,1,0,0,0,0,0,0,0,0
419,0,1,0,0,0,0,0,0,1,0
420,1,1,1,0,0,0,0,0,0,0
421,1,1,1,1,0,0,0,0,0,0
422,1,1,0,0,0,0,0,0,0,0
423,1,1,0,0,0,0,1,1,0,0
424,1,1,1,0,0,0,0,0,0,1
425,1,1,1,0,1,0,0,0,1,0
426,1,1,0,0,1,0,0,0,0,1
427,1,1,1,0,0,0,0,1,0,0
428,0,0,0,0,0,0,0,0,0,1
429,1,1,1,0,0,0,0,0,1,0
430,1,1,0,0,0,0,1,1,0,0
431,1,1,0,1,0,0,0,1,1,0
432,1,1,0,0,1,0,0,0,0,0
433,1,1,1,0,0,0,0,0,1,0
434,1,1,1,1,0,0,0,0,0,0
435,1,1,0,0,0,0,0,0,0,1
436,0,0,0,1,0,0,0,0,0,0
437,1,1,0,0,1,1,0,0,0,0
438,1,1,1,1,0,1,0,0,0,1
439,1,1,1,1,0,0,0,0,0,1
440,1,1,0,0,0,0,0,0,0,0
441,1,1,0,0,0,0,1,0,0,0
442,1,0,0,1,0,1,0,0,0,0
443,1,1,0,0,0,0,0,0,1,0
444,1,1,0,0,1,0,0,1,0,0
445,1,1,0,0,0,1,0,0,0,0
446,1,1,0,0,1,0,0,0,0,1
447,1,1,0,0,0,0,0,1,0,1
448,1,1,0,0,1,0,0,0,0,0
449,1,1,0,0,1,0,0,0,0,1
450,1,1,1,0,0,1,0,0,0,0
451,1,1,1,0,0,0,0,0,0,1
452,1,1,0,0,1,0,1,0,0,0
453,1,1,0,0,0,0,0,1,0,1
454,1,1,0,0,1,0,0,0,1,0
455,0,0,0,0,0,0,1,0,0,0
456,0,1,0,0,0,0,0,0,0,0
457,1,1,0,0,0,0,0,0,1,1
458,1,1,0,0,0,0,0,1,0,1
459,0,0,1,0,0,1,0,0,0,0
460,0,0,0,1,0,1,1,0,0,0
461,0,1,0,0,1,1,1,1,0,0
462,0,1,1,0,0,0,1,1,1,1
463,1,1,0,0,0,0,0,0,1,0
464,1,1,0,1,1,0,0,0,0,0
465,1,1,1,0,1,1,0,0,0,0
466,1,1,0,0,1,1,0,0,0,0
467,0,0,0,1,0,0,0,0,0,0
468,1,1,0,0,0,0,0,1,0,0
469,1,1,0,0,0,0,0,0,1,0
470,1,1,1,0,0,0,0,0,1,0
471,1,1,0,1,1,0,0,0,0,0
472,0,1,0,0,0,0,0,0,0,1
473,1,0,0,0,0,0,0,1,0,0
474,1,1,0,0,0,0,0,0,0,0
475,0,0,1,0,0,0,0,0,1,0
476,0,0,0,0,1,0,0,1,0,1
477,0,0,0,0,0,0,0,1,1,0
478,1,1,0,0,0,0,0,0,0,0
479,1,1,1,0,1,0,0,0,0,0
480,1,1,0,1,1,1,0,0,0,0
481,1,1,0,1,0,0,0,0,1,1
482,1,1,0,0,0,0,0,0,0,0
483,1,1,0,0,1,0,0,0,0,1
484,1,1,0,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0,1,0,0
486,1,1,0,0,1,0,0,0,0,0
487,1,1,0,0,0,0,0,0,0,1
488,1,1,0,0,0,0,0,0,1,0
489,1,1,0,0,1,0,1,0,0,0
490,0,1,0,0,0,0,0,1,0,0
491,1,1,0,0,0,0,0,1,0,0
492,0,0,0,1,0,0,0,0,0,0
493,0,1,0,0,1,0,0,0,0,0
494,1,1,1,1,0,0,0,0,1,0
495,1,1,0,1,0,0,0,0,0,0
496,1,1,0,1,0,0,0,0,0,0
497,1,0,1,0,0,1,0,0,0,0
498,1,1,0,0,0,0,0,1,1,0
499,0,1,0,0,0,0,0,0,0,0
500,1,1,0,1,0,0,1,0,0,0
501,1,1,0,0,1,0,0,0,0,0
502,1,1,0,0,0,0,0,0,0,0
503,0,1,1,0,0,0,1,0,0,0
504,1,1,1,1,1,0,0,0,1,0
505,0,0,0,0,0,0,1,1,0,0
506,1,0,1,1,1,0,0,0,0,0
507,1,1,0,0,0,1,0,0,0,0
508,1,1,0,0,0,0,0,0,1,0
509,0,0,0,1,0,0,0,0,0,1
510,1,0,0,0,0,1,1,0,0,0
511,0,0,0,0,0,0,0,1,0,1
512,1,1,0,0,0,1,0,1,0,1
513,1,1,1,0,1,0,0,1,0,0
514,1,1,0,1,0,1,0,0,0,0
515,1,1,0,0,1,0,0,0,0,0
516,1,1,1,0,1,0,0,0,0,0
517,1,1,1,0,1,0,0,1,0,0
518,1,1,0,0,1,1,0,0,1,0
519,1,1,1,0,0,0,0,0,1,1
520,1,1,0,0,0,0,0,1,0,0
521,0,1,0,0,1,0,0,0,1,1
522,1,1,0,0,0,0,0,0,0,0
523,1,1,0,0,1,1,0,0,0,1
524,1,1,0,0,1,0,0,0,1,1
525,0,1,0,1,0,1,0,1,0,0
526,1,1,1,0,0,0,0,0,0,0
527,1,1,1,1,0,0,0,0,0,0
528,1,1,0,0,0,1,0,0,0,0
529,1,1,0,0,0,0,0,0,0,0
530,1,1,0,0,0,0,0,0,0,0
531,1,1,0,0,0,0,0,0,1,0
532,1,1,0,0,0,0,0,1,0,0
533,1,1,0,0,0,0,0,0,0,0
534,1,1,0,0,0,0,0,0,0,1
535,1,1,0,1,1,0,0,0,0,0
536,1,1,1,0,0,0,0,0,0,0
537,1,1,0,1,0,1,0,0,0,0
538,1,1,0,0,0,0,1,0,0,1
539,1,1,0,1,0,0,0,1,0,1
540,1,1,0,0,0,0,0,0,0,0
541,0,1,0,0,1,0,1,0,0,0
542,1,1,0,1,0,0,0,0,0,0
543,1,1,0,1,0,0,0,0,0,0
544,1,1,0,1,0,1,1,0,0,0
545,1,1,0,0,0,0,0,0,0,0
546,1,1,1,0,0,0,1,0,0,0
547,0,1,1,0,0,0,0,0,0,1
548,1,1,1,0,0,1,0,0,1,0
549,1,1,1,1,1,0,1,1,0,0
550,1,1,0,0,1,0,0,0,0,0
551,1,1,1,0,1,0,0,0,0,0
552,1,1,0,0,0,0,0,0,0,0
553,1,1,0,1,0,0,0,0,0,0
554,0,1,0,0,0,1,1,0,0,0
555,1,1,1,0,0,0,1,0,0,0
556,0,0,0,0,0,0,1,0,0,0
557,0,1,0,0,0,1,0,0,0,0
558,1,1,1,0,0,1,0,0,1,0
559,1,1,0,0,0,1,1,0,0,0
560,1,1,1,0,0,0,0,1,0,0
561,0,0,0,0,0,0,0,0,0,1
562,0,0,0,0,0,0,1,0,0,0
563,0,0,0,0,0,0,0,1,0,0
564,0,1,1,0,0,0,0,0,0,0
565,0,0,0,0,1,0,0,1,0,0
566,0,0,1,0,0,1,0,0,0,0
567,0,0,0,0,1,0,0,1,0,0
568,1,1,0,0,0,0,0,0,0,0
569,1,1,0,0,0,0,1,0,0,1
570,1,1,0,0,0,0,0,0,1,0
571,1,1,0,0,0,0,0,1,1,0
572,1,1,0,0,0,1,0,0,0,0
573,1,1,0,1,0,0,0,0,1,1
574,0,1,0,0,1,1,1,0,1,0
575,0,1,0,0,1,0,1,0,0,0
576,1,1,0,0,0,0,0,0,0,0
577,1,1,0,0,0,0,0,1,0,0
578,0,1,0,0,0,1,0,1,1,0
579,1,1,0,0,0,1,0,0,0,0
580,1,1,0,0,1,0,0,1,1,0
581,1,1,0,1,0,0,0,0,0,0
582,1,1,0,0,0,1,0,0,0,0
583,1,1,0,0,0,0,0,0,0,0
584,1,1,1,0,0,0,0,0,0,0
585,1,1,0,0,0,0,0,0,1,0
586,1,1,0,0,0,0,0,1,0,0
587,1,1,0,0,0,1,0,0,0,0
588,1,1,0,0,0,0,0,0,0,0
589,1,1,0,0,0,0,1,1,0,0
590,1,1,0,0,0,1,0,0,0,0
591,1,1,0,0,0,0,0,0,1,0
592,1,1,1,0,0,0,0,1,0,0
593,0,1,0,1,0,1,1,0,0,0
594,1,1,1,0,0,0,0,0,0,0
595,1,1,0,0,0,0,0,1,0,0
596,1,1,0,0,0,0,0,0,0,1
597,1,1,0,1,0,0,0,0,0,0
598,1,1,0,0,0,0,0,0,0,0
599,1,1,0,1,0,0,0,0,0,0
600,1,1,0,0,0,0,1,0,0,0
601,0,0,1,0,0,0,0,1,0,0
602,1,1,0,1,0,0,0,1,0,0
603,1,1,0,0,0,0,1,0,1,0
604,1,1,0,0,1,0,0,1,1,1
605,1,1,0,0,0,1,0,0,0,0
606,1,1,1,1,1,0,1,0,0,0
607,1,1,0,0,0,1,0,0,0,0
608,1,0,0,0,0,0,1,0,0,0
609,1,1,0,0,1,0,0,0,1,0
610,1,1,0,0,0,1,0,0,0,0
611,1,1,1,0,0,0,0,0,0,1
612,1,1,0,0,0,0,0,0,0,0
613,0,1,0,1,0,1,0,0,0,0
614,1,1,0,1,0,0,0,0,0,0
615,0,0,0,0,1,1,0,0,0,1
616,1,1,0,0,0,0,1,0,0,1
617,1,1,1,1,1,0,0,1,1,0
618,1,1,0,0,0,0,0,1,0,0
619,1,1,0,0,0,0,0,1,1,0
620,1,0,0,0,0,1,1,0,0,0
621,1,1,0,0,0,1,0,0,0,0
622,1,1,0,0,1,0,1,0,1,0
623,1,1,0,0,0,1,0,0,0,1
624,1,1,0,0,1,0,0,0,0,0
625,1,0,0,0,0,0,0,0,0,0
626,1,1,0,0,1,0,0,1,0,0
627,1,1,0,0,0,1,0,1,1,1
628,1,0,0,0,1,1,0,1,1,1
629,1,1,0,0,0,0,0,0,0,0
630,1,1,0,1,0,0,0,0,0,1
631,1,1,0,0,0,0,0,0,0,1
